collision_index,collision_year,location_easting_osgr,location_northing_osgr,collision_severity,number_of_vehicles,number_of_casualties,day_of_week,local_authority_highway_current,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,collision_injury_based,hour_of_day,month,is_weekend,time_period,multi_vehicle
201414K050714,2014,1.0,1.0,2,0.5,1,7,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,2,0,0,1,1,2.0,0,7,3,1,0,0
201414K124014,2014,0.50014134275618,1.0,3,0.5,1,6,E08000019,6,0,6,30,0,4,0,-1,0.0,4,2,2,0,0,2,1,2.0,0,1,5,0,3,0
201414K187614,2014,1.0,0.9382663847780179,3,0.5,1,2,E08000019,5,0,6,30,13,4,6,0,0.0,4,1,1,0,0,1,1,2.0,0,23,8,0,3,0
201414K214814,2014,0.2462897526501706,1.0,3,0.5,1,5,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,2,1,2.0,0,15,9,0,1,0
201414K096514,2014,1.0,1.0,3,0.5,1,6,E08000019,3,61,3,40,0,2,6,0,14.0,1,1,2,0,0,1,1,2.0,0,14,4,0,1,0
201414K101414,2014,0.7712367491166106,1.0,3,0.5,1,3,E08000019,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,16,4,0,1,0
201414K064514,2014,1.0,1.0,3,0.5,1,6,E08000019,3,6135,6,30,13,4,4,6071,15.0,1,1,1,0,0,1,1,2.0,0,10,3,0,0,0
201414K239414,2014,1.0,1.0,3,0.5,1,6,E08000019,6,0,6,20,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,17,10,0,2,0
201414K147914,2014,1.0,1.0,3,0.5,1,1,E08000019,4,6064,3,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,19,6,1,2,0
201414K228414,2014,1.0,1.0,2,0.5,1,2,E08000019,3,61,3,40,0,4,0,-1,14.0,4,1,1,0,0,1,1,2.0,0,22,9,0,3,0
201414K191614,2014,1.0,1.0,3,0.5,1,3,E08000019,3,61,6,40,16,2,4,6388,0.0,1,1,1,0,0,1,2,2.0,0,12,8,0,1,0
201414K317914,2014,1.0,1.0,3,0.5,1,5,E08000019,3,61,3,30,0,4,0,-1,0.0,4,1,1,0,0,1,1,2.0,0,19,12,0,2,0
201414K273714,2014,1.0,1.0,3,0.5,1,7,E08000019,3,61,6,30,13,2,3,61,14.0,4,1,1,0,0,1,1,2.0,0,1,11,1,3,0
201414K249614,2014,1.0,1.0,3,0.5,1,4,E08000019,3,61,3,30,13,4,6,0,15.0,1,1,2,0,0,1,2,2.0,0,10,10,0,0,0
201414K078414,2014,0.9922968197879811,1.0,3,0.5,1,6,E08000019,3,57,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,16,4,0,1,0
201414K098714,2014,1.0,1.0,2,0.5,1,2,E08000019,3,6135,6,30,16,2,6,0,0.0,1,1,1,0,0,1,1,2.0,0,19,4,0,2,0
201414K050214,2014,1.0,1.0,3,0.5,1,7,E08000019,4,6388,6,30,13,4,6,0,0.0,4,1,1,0,0,1,1,2.0,0,23,2,1,3,0
201414K075014,2014,1.0,0.8279069767441882,3,0.5,1,4,E08000019,5,0,6,30,0,4,0,-1,13.0,4,1,1,0,0,1,2,2.0,0,20,3,0,2,0
201414K165014,2014,1.0,1.0,2,0.5,1,6,E08000019,6,0,6,30,13,4,3,621,0.0,1,1,1,0,0,1,1,2.0,0,16,7,0,1,0
201414K167614,2014,1.0,1.0,3,0.5,1,5,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,20,6,0,2,0
201414K066314,2014,1.0,1.0,3,0.5,1,6,E08000019,3,61,6,30,16,2,5,0,0.0,1,1,1,0,0,1,1,2.0,0,16,3,0,1,0
201414K009914,2014,1.0,1.0,3,0.5,1,1,E08000019,3,6135,6,30,13,2,6,0,0.0,4,2,2,0,0,1,1,2.0,0,19,1,1,2,0
201414C034514,2014,1.0,1.0,3,0.5,1,1,E08000019,1,1,7,70,0,4,0,-1,0.0,1,1,1,0,0,2,1,1.0,0,18,3,1,2,0
201414K168014,2014,1.0,1.0,3,0.5,1,4,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,12,7,0,1,0
201414K117414,2014,1.0,1.0,3,0.5,1,5,E08000019,3,6135,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,13,5,0,1,0
201414K033214,2014,1.0,1.0,3,0.5,1,5,E08000019,3,61,1,40,0,4,5,0,0.0,4,2,2,0,0,1,1,2.0,0,21,2,0,3,0
201414K321714,2014,1.0,1.0,2,0.5,1,7,E08000019,3,61,6,30,0,4,0,-1,14.0,4,4,2,0,0,1,1,2.0,0,1,12,1,3,0
201414K136314,2014,1.0,1.0,3,0.5,1,6,E08000019,3,6102,3,40,13,2,4,6388,0.0,1,1,1,0,0,1,2,2.0,0,9,6,0,0,0
201414K064314,2014,1.0,1.0,2,0.5,1,6,E08000019,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,15,3,0,1,0
201414K251814,2014,1.0,1.0,3,0.5,1,7,E08000019,3,621,6,30,13,4,6,0,0.0,4,5,2,0,0,1,1,2.0,0,1,10,1,3,0
201414K297614,2014,1.0,1.0,3,0.5,1,7,E08000019,4,6086,6,30,13,4,6,0,0.0,1,1,2,0,0,1,1,2.0,0,14,11,1,1,0
201414K312814,2014,1.0,1.0,3,0.5,1,3,E08000019,6,0,6,30,16,2,3,61,0.0,4,2,2,0,0,1,1,2.0,0,17,12,0,2,0
201414K168114,2014,1.0,1.0,3,0.5,1,4,E08000019,5,0,6,30,13,4,3,6135,0.0,1,1,1,0,0,1,2,2.0,0,12,7,0,1,0
201414K013414,2014,1.0,1.0,3,0.5,1,7,E08000019,3,6135,6,30,16,2,3,6102,0.0,1,9,1,0,0,1,2,2.0,0,13,1,1,1,0
201414K007814,2014,1.0,1.0,3,0.5,1,7,E08000019,6,0,6,30,13,4,6,0,0.0,7,1,2,0,0,1,2,2.0,0,18,1,1,2,0
201414K259014,2014,1.0,1.0,3,0.5,1,1,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,13,10,1,1,0
201414K322414,2014,0.11257950530034577,1.0,3,0.5,1,5,E08000019,3,616,6,60,0,4,3,6102,0.0,1,1,2,0,16,2,1,1.0,0,10,9,0,0,0
201414K119814,2014,1.0,1.0,3,0.5,1,2,E08000019,3,6109,1,30,0,2,3,631,0.0,1,1,1,0,0,1,2,1.0,0,5,5,0,3,0
201414K149014,2014,1.0,1.0,3,0.5,1,6,E08000019,5,0,1,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,17,6,0,2,0
201414K040714,2014,0.2886925795052946,1.0,3,0.5,1,3,E08000019,6,0,6,60,0,4,0,-1,0.0,6,1,1,0,0,2,2,2.0,0,20,2,0,2,0
201414K266314,2014,1.0,1.0,3,0.5,1,7,E08000019,5,0,6,30,0,4,0,-1,0.0,4,4,1,0,0,1,1,2.0,0,22,11,1,3,0
201414K212214,2014,1.0,1.0,3,0.5,1,4,E08000019,6,0,6,30,18,4,6,0,0.0,1,1,1,0,0,2,1,2.0,0,17,9,0,2,0
201414K225714,2014,1.0,0.9255813953488428,2,0.5,1,1,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,16,9,1,1,0
201414K290114,2014,1.0,1.0,3,0.5,1,6,E08000019,4,6065,6,30,18,4,6,0,0.0,1,2,2,0,0,1,1,2.0,0,16,11,0,1,0
201414K254314,2014,1.0,1.0,1,0.5,1,1,E08000019,3,6135,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,15,10,1,1,0
201414K076314,2014,1.0,1.0,3,0.5,1,7,E08000019,3,61,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,10,3,1,0,0
201414K052114,2014,1.0,1.0,3,0.5,1,3,E08000019,3,61,1,40,0,4,6,0,0.0,4,1,1,0,0,1,2,2.0,0,6,2,0,0,0
201414K028814,2014,1.0,1.0,2,0.5,1,5,E08000019,4,6200,3,30,13,2,6,0,14.0,4,2,2,0,0,1,1,2.0,0,18,2,0,2,0
201414K303614,2014,1.0,1.0,2,0.5,1,7,E08000019,3,6135,3,30,13,4,6,0,0.0,1,1,2,0,0,1,1,2.0,0,12,12,1,1,0
201414K148214,2014,0.8560424028268585,1.0,3,0.5,1,3,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,17,5,0,2,0
201414K024514,2014,1.0,1.0,3,0.5,1,7,E08000019,6,0,6,30,16,2,3,61,0.0,4,1,1,0,0,1,1,2.0,0,20,2,1,2,0
201414K034114,2014,1.0,1.0,3,0.5,1,3,E08000019,3,61,6,30,16,2,5,0,15.0,1,9,1,0,0,1,1,2.0,0,16,2,0,1,0
201414K050914,2014,1.0,1.0,3,0.5,1,2,E08000019,3,6178,1,40,0,2,3,6102,0.0,1,1,1,0,0,1,1,2.0,0,14,3,0,1,0
201414K248514,2014,1.0,1.0,3,0.5,1,7,E08000019,3,61,3,40,13,4,6,0,14.0,1,1,1,0,0,1,1,2.0,0,12,10,1,1,0
201414K335414,2014,1.0,1.0,3,0.5,1,3,E08000019,3,6135,6,30,16,2,3,6102,15.0,1,1,1,0,0,1,1,2.0,0,10,12,0,0,0
201414K257014,2014,1.0,1.0,3,0.5,1,6,E08000019,5,0,6,30,13,4,6,0,14.0,1,1,1,0,0,1,1,2.0,0,15,10,0,1,0
201414K223114,2014,1.0,1.0,2,0.5,1,1,E08000019,3,6135,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,1,2.0,0,5,9,1,3,0
201414K151014,2014,1.0,1.0,3,0.5,1,5,E08000019,4,6080,6,30,13,4,6,0,0.0,4,9,1,0,0,1,1,2.0,0,17,1,0,2,0
201414K017614,2014,0.008268551236753297,1.0,2,0.5,1,6,E08000019,3,57,6,50,13,4,3,6101,0.0,1,8,2,0,0,2,1,2.0,0,15,1,0,1,0
201414K318514,2014,1.0,1.0,3,0.5,1,7,E08000019,3,6135,3,30,16,4,6,0,15.0,4,1,1,0,0,1,1,2.0,0,17,11,1,2,0
201414K134214,2014,1.0,1.0,3,0.5,1,4,E08000019,4,6082,6,30,16,2,6,0,0.0,1,1,2,0,0,1,1,2.0,0,16,6,0,1,0
201414K222114,2014,0.36727915194346394,1.0,3,0.5,1,6,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,15,9,0,1,0
201414K227314,2014,1.0,1.0,3,0.5,1,4,E08000019,6,0,6,30,16,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,15,9,0,1,0
201414K079314,2014,1.0,1.0,3,0.5,1,7,E08000019,6,0,6,30,13,4,3,625,14.0,1,1,1,0,0,1,2,2.0,0,10,4,1,0,0
201414K261114,2014,1.0,1.0,3,0.5,1,3,E08000019,6,0,6,30,13,4,6,0,13.0,4,2,2,0,0,1,1,2.0,0,18,10,0,2,0
201414K304914,2014,1.0,1.0,3,0.5,1,1,E08000019,4,6539,1,30,0,4,4,6539,0.0,4,9,1,0,0,1,2,2.0,0,21,12,1,3,0
201414K088614,2014,1.0,1.0,3,0.5,1,6,E08000019,6,0,6,30,13,4,6,0,0.0,4,9,1,0,0,1,1,2.0,0,21,4,0,3,0
201414K282714,2014,1.0,1.0,3,0.5,1,1,E08000019,4,6066,2,30,13,4,4,6064,0.0,1,9,1,0,0,1,2,2.0,0,14,11,1,1,0
201414K175814,2014,1.0,1.0,3,0.5,1,5,E08000019,3,629,6,40,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,13,7,0,1,0
201414K264014,2014,1.0,1.0,3,0.5,1,3,E08000019,5,0,6,30,16,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,7,10,0,0,0
201414K284014,2014,1.0,1.0,3,0.5,1,6,E08000019,3,61,3,30,13,4,6,0,0.0,4,1,2,0,0,1,1,2.0,0,17,11,0,2,0
201414K015214,2014,1.0,0.614799154334051,3,0.5,1,2,E08000019,4,6057,6,40,0,4,0,-1,0.0,4,9,1,0,0,2,1,2.0,0,7,1,0,0,0
201414K211114,2014,1.0,1.0,3,0.5,1,7,E08000019,5,0,6,30,0,4,0,-1,0.0,1,2,2,0,0,1,2,2.0,0,10,9,1,0,0
201414K234614,2014,1.0,1.0,3,0.5,1,6,E08000019,3,61,6,30,0,4,0,-1,14.0,4,2,2,0,0,1,1,2.0,0,22,6,0,3,0
201414K015414,2014,1.0,0.5139534883720955,3,0.5,1,2,E08000019,4,6057,6,40,13,4,6,0,0.0,4,8,1,0,0,2,1,2.0,0,6,1,0,0,0
201414K268614,2014,1.0,1.0,3,0.5,1,3,E08000019,4,6065,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,1,2.0,0,3,11,0,3,0
201414K113514,2014,1.0,1.0,3,0.5,1,5,E08000019,5,0,6,30,13,4,6,0,14.0,1,9,1,0,0,1,2,2.0,0,14,5,0,1,0
201414K248014,2014,1.0,1.0,3,0.5,1,2,E08000019,6,0,1,30,0,4,6,0,0.0,1,9,1,0,0,1,2,2.0,0,10,10,0,0,0
201414K049814,2014,1.0,1.0,3,0.5,1,7,E08000019,5,0,6,30,16,4,6,0,0.0,4,5,2,0,0,1,1,2.0,0,0,2,1,3,0
201414K135914,2014,1.0,1.0,3,0.5,1,5,E08000019,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,15,5,0,1,0
201414K073814,2014,1.0,1.0,3,0.5,1,7,E08000019,4,6074,2,30,13,4,6,0,0.0,4,1,1,0,0,1,1,2.0,0,23,3,1,3,0
201414K253414,2014,1.0,0.4348837209302445,3,0.5,1,1,E08000019,4,6054,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,13,10,1,1,0
201414K085514,2014,1.0,1.0,3,0.5,1,7,E08000019,6,0,6,20,16,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,11,4,1,0,0
201414K268414,2014,1.0,1.0,3,0.5,1,2,E08000019,6,0,6,40,16,2,6,0,0.0,4,1,1,0,0,1,1,2.0,0,21,11,0,3,0
201414K235114,2014,1.0,1.0,3,0.5,1,4,E08000019,3,6135,6,30,13,4,6,0,14.0,4,1,1,0,0,1,1,2.0,0,22,8,0,3,0
201414K148514,2014,0.3695406360424016,1.0,3,0.5,1,4,E08000019,5,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,17,6,0,2,0
201414K225314,2014,0.5609187279151939,1.0,3,0.5,1,3,E08000019,3,57,6,50,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,11,9,0,0,0
201414K240314,2014,1.0,1.0,2,0.5,1,2,E08000019,3,61,6,30,13,2,6,0,0.0,1,1,2,0,0,1,1,2.0,0,17,10,0,2,0
201414K114714,2014,1.0,1.0,3,0.5,1,4,E08000019,6,0,6,30,13,4,6,0,0.0,4,1,1,0,0,1,1,2.0,0,0,5,0,3,0
201414K280014,2014,1.0,1.0,2,0.5,1,5,E08000019,4,6065,6,30,13,4,4,6200,0.0,1,1,1,0,0,1,1,2.0,0,7,11,0,0,0
201414K246114,2014,1.0,1.0,3,0.5,1,5,E08000019,3,6135,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,12,10,0,1,0
201414K205714,2014,1.0,1.0,3,0.5,1,2,E08000019,4,6053,1,40,0,4,6,0,0.0,1,2,2,0,0,2,2,2.0,0,11,8,0,0,0
201414K099314,2014,1.0,1.0,3,0.5,1,1,E08000019,4,6063,6,30,16,2,3,6135,0.0,1,1,1,0,0,1,1,2.0,0,12,4,1,1,0
201414K254914,2014,0.8812014134275614,1.0,3,0.5,1,2,E08000019,3,6101,6,40,0,4,0,-1,0.0,1,1,1,0,0,2,1,2.0,0,15,8,0,1,0
201414K243014,2014,1.0,1.0,3,0.5,1,3,E08000019,3,6102,6,30,13,4,6,0,0.0,1,1,2,0,0,1,1,2.0,0,15,10,0,1,0
201414K196314,2014,1.0,1.0,2,0.5,1,2,E08000019,4,6063,6,30,13,4,4,6064,0.0,1,1,1,0,0,1,2,2.0,0,8,8,0,0,0
201414K325614,2014,1.0,1.0,2,0.5,1,7,E08000019,6,0,2,30,0,4,6,0,14.0,4,9,1,0,0,1,1,2.0,0,3,12,1,3,0
201414K099714,2014,1.0,1.0,3,0.5,1,3,E08000019,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,9,4,0,0,0
201414K233914,2014,1.0,1.0,2,0.5,1,1,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,18,9,1,2,0
201414K072914,2014,1.0,1.0,2,0.5,1,6,E08000019,6,0,6,20,13,4,6,0,0.0,4,1,1,0,0,1,1,2.0,0,19,3,0,2,0
201414K020714,2014,1.0,1.0,3,0.5,1,2,E08000019,4,6086,6,30,13,4,6,0,0.0,1,1,2,0,0,1,1,2.0,0,9,1,0,0,0
201414K120214,2014,0.23074204946996701,1.0,3,0.5,1,2,E08000019,5,0,6,40,13,4,5,0,0.0,1,1,1,0,0,1,2,2.0,0,19,5,0,2,0
201414C122214,2014,1.0,1.0,3,0.5,1,1,E08000019,1,1,7,70,0,4,3,629,0.0,1,1,1,0,0,2,1,1.0,0,15,10,1,1,0
201414K290014,2014,0.0,1.0,3,0.5,1,1,E08000019,6,0,6,30,13,4,6,0,0.0,4,1,1,0,0,1,1,2.0,0,16,11,1,1,0
201414K080314,2014,1.0,1.0,3,0.5,1,5,E08000019,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,14,3,0,1,0
201414K336114,2014,1.0,1.0,3,0.5,1,7,E08000019,3,6102,3,40,13,2,4,6085,0.0,1,1,1,0,0,1,1,2.0,0,15,11,1,1,0
201414K210114,2014,1.0,1.0,3,0.5,1,7,E08000019,4,6053,1,40,0,4,6,0,0.0,1,2,2,0,0,2,1,2.0,0,8,9,1,0,0
201414K195614,2014,1.0,1.0,2,0.5,1,7,E08000019,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,19,8,1,2,0
201414K262414,2014,1.0,1.0,3,0.5,1,1,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,11,10,1,0,0
201414K109814,2014,1.0,1.0,2,0.5,1,3,E08000019,6,0,2,30,16,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,7,4,0,0,0
201414K028714,2014,1.0,1.0,3,0.5,1,4,E08000019,6,0,6,20,16,4,6,0,0.0,4,5,2,0,0,1,1,2.0,0,20,2,0,2,0
201414K315414,2014,1.0,1.0,3,0.5,1,2,E08000019,6,0,6,30,16,2,3,6135,17.0,1,1,1,0,0,1,2,2.0,0,13,12,0,1,0
201414K299814,2014,1.0,1.0,3,0.5,1,2,E08000019,6,0,6,30,13,4,3,61,0.0,1,1,1,0,0,1,1,2.0,0,8,12,0,0,0
201414K013014,2014,1.0,1.0,3,0.5,1,7,E08000019,3,6135,6,30,13,4,6,0,14.0,4,2,2,0,0,1,1,2.0,0,7,1,1,0,0
201414K111914,2014,1.0,0.6382663847780208,2,0.5,1,6,E08000019,3,6102,3,40,13,4,6,0,14.0,1,1,1,0,0,2,1,2.0,0,16,3,0,1,0
201414K052614,2014,1.0,1.0,3,0.5,1,1,E08000019,4,6053,1,40,0,4,6,0,0.0,1,1,1,0,0,2,1,2.0,0,13,3,1,1,0
201414K174514,2014,1.0,1.0,3,0.5,1,5,E08000019,3,57,7,50,0,4,3,6102,0.0,1,1,1,0,0,1,2,2.0,0,8,7,0,0,0
201414K266014,2014,1.0,1.0,3,0.5,1,5,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,2,0,0,2,2,2.0,0,13,10,0,1,0
201414K129314,2014,1.0,1.0,3,0.5,1,5,E08000019,4,6064,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,14,5,0,1,0
201414K092714,2014,1.0,1.0,3,0.5,1,3,E08000019,6,0,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,1,2.0,0,3,4,0,3,0
201414K120314,2014,1.0,1.0,3,0.5,1,3,E08000019,5,0,6,30,13,4,6,0,0.0,1,2,2,0,0,1,1,2.0,0,8,5,0,0,0
201414K126714,2014,1.0,1.0,2,0.5,1,2,E08000019,5,0,1,30,0,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,7,5,0,0,0
201414K087614,2014,1.0,1.0,3,0.5,1,5,E08000019,3,57,6,30,13,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,16,4,0,1,0
201414K021014,2014,1.0,1.0,3,0.5,1,4,E08000019,6,0,6,20,13,4,6,0,0.0,1,9,1,0,0,1,1,2.0,0,7,1,0,0,0
201414K082114,2014,1.0,0.5813953488372192,3,0.5,1,3,E08000019,4,6054,6,40,0,4,6,0,0.0,1,1,2,0,0,1,2,2.0,0,8,4,0,0,0
201414K260114,2014,1.0,1.0,3,0.5,1,5,E08000019,6,0,6,30,0,4,0,-1,14.0,4,9,1,0,0,1,1,2.0,0,19,10,0,2,0
201414K212314,2014,1.0,1.0,2,0.5,1,2,E08000019,4,6547,6,30,13,3,6,0,0.0,1,1,1,0,0,1,2,2.0,0,15,9,0,1,0
201414K115414,2014,1.0,1.0,2,0.5,1,4,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,14,5,0,1,0
201414K030014,2014,1.0,1.0,3,0.5,1,1,E08000019,3,57,6,30,0,4,0,-1,0.0,4,2,2,0,0,1,1,2.0,0,2,2,1,3,0
201414K036514,2014,1.0,1.0,2,0.5,1,5,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,15,2,0,1,0
201414K113914,2014,1.0,1.0,3,0.5,1,2,E08000019,3,6135,6,30,13,4,6,0,14.0,1,1,1,0,0,1,2,2.0,0,20,5,0,2,0
201414K016814,2014,1.0,1.0,3,0.5,1,4,E08000019,6,0,6,30,16,4,6,0,0.0,1,1,1,0,0,1,2,2.0,0,11,1,0,0,0
201414K301114,2014,1.0,1.0,3,0.5,1,4,E08000019,3,6178,3,40,0,4,0,-1,0.0,4,1,1,0,0,1,1,2.0,0,18,12,0,2,0
201414K198114,2014,1.0,1.0,3,0.5,1,7,E08000019,3,6102,3,40,13,2,6,0,14.0,1,1,1,0,0,1,1,2.0,0,19,8,1,2,0
201414K194914,2014,1.0,1.0,3,0.5,1,1,E08000019,5,0,6,30,0,4,0,-1,0.0,1,1,2,0,0,1,1,2.0,0,7,8,1,0,0
201414K246714,2014,1.0,1.0,3,0.5,1,6,E08000019,4,6086,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,18,7,0,2,0
201414K143514,2014,0.2053003533568898,1.0,3,0.5,1,1,E08000019,6,0,6,40,0,4,0,-1,0.0,1,1,1,0,0,2,1,2.0,0,16,6,1,1,0
201414K238114,2014,1.0,1.0,3,0.5,1,1,E08000019,6,0,6,30,0,4,0,-1,14.0,4,1,1,0,0,1,1,2.0,0,2,10,1,3,0
201414K022014,2014,1.0,1.0,3,0.5,1,7,E08000019,3,57,6,30,17,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,15,1,1,1,0
201414K111314,2014,1.0,1.0,2,0.5,1,6,E08000019,4,6087,6,30,13,4,6,0,11.0,1,9,1,0,0,1,1,2.0,0,15,5,0,1,0
201414K075114,2014,1.0,0.93065539112051,3,0.5,1,4,E08000019,6,0,6,20,13,4,3,61,0.0,1,1,1,0,0,1,1,2.0,0,9,3,0,0,0
201414K016414,2014,1.0,1.0,3,0.5,1,3,E08000019,3,6178,6,30,16,2,6,0,0.0,4,1,2,0,0,1,1,2.0,0,17,1,0,2,0
201414K015814,2014,1.0,0.5289640591966247,3,0.5,1,4,E08000019,6,0,3,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,15,1,0,1,0
201414K333114,2014,1.0,1.0,3,0.5,1,1,E08000019,3,6102,6,30,13,4,6,0,14.0,1,1,2,0,0,1,1,2.0,0,13,12,1,1,0
201414K056014,2014,1.0,1.0,3,0.5,1,7,E08000019,3,6178,1,40,0,2,6,0,0.0,1,9,1,0,0,1,1,2.0,0,10,3,1,0,0
201414K049214,2014,1.0,1.0,3,0.5,1,2,E08000019,3,6102,6,40,0,4,0,-1,0.0,4,1,2,0,0,1,1,2.0,0,20,1,0,2,0
201414K142914,2014,1.0,1.0,3,0.5,1,7,E08000019,6,0,6,20,0,4,0,-1,0.0,1,1,1,0,0,1,1,2.0,0,14,6,1,1,0
201414K197414,2014,1.0,1.0,3,0.5,1,6,E08000019,4,6083,1,30,0,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,11,8,0,0,0
201414K010114,2014,1.0,1.0,3,0.5,1,3,E08000019,3,61,6,30,13,4,6,0,0.0,1,1,2,0,0,1,1,2.0,0,8,1,0,0,0
201314K189413,2013,0.7282685512367522,0.30465116279070514,3,0.5,1,2,E08000019,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,8,10,0,0,0
201314K197413,2013,1.0,1.0,3,0.5,1,3,E08000019,3,6109,3,40,13,2,6,0,13.0,1,1,1,0,0,1,1,2.0,0,9,10,0,0,0
201314K028313,2013,1.0,1.0,3,0.5,1,5,E08000019,3,61,6,30,0,4,0,-1,14.0,1,4,1,2,11,1,1,2.0,0,14,4,0,1,0
2.01E+12,2013,1.0,1.0,3,0.5,1,5,E08000019,3,6178,3,30,13,4,4,6085,0.0,4,1,2,0,0,1,2,2.0,1,17,1,0,2,0
201314K057113,2013,1.0,1.0,3,0.5,1,4,E08000019,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,2,2.0,0,15,5,0,1,0
201314K270813,2013,1.0,1.0,3,0.5,1,2,E08000019,3,6135,6,30,17,4,6,0,0.0,4,1,1,0,0,1,1,2.0,0,20,12,0,2,0
201314K037613,2013,1.0,1.0,3,0.5,1,4,E08000019,3,61,6,30,0,4,0,-1,17.0,1,1,2,0,0,1,1,2.0,0,9,4,0,0,0
201314K196613,2013,1.0,1.0,3,0.5,1,3,E08000019,3,61,2,30,13,2,4,6070,14.0,1,9,1,0,0,1,2,2.0,0,16,10,0,1,0
201314K155013,2013,1.0,1.0,3,0.5,1,2,E08000019,3,621,6,30,16,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,18,9,0,2,0
201314K196813,2013,0.7418374558303924,1.0,2,0.5,1,1,E08000019,5,0,6,40,0,4,0,-1,0.0,1,2,2,0,0,2,1,2.0,0,12,10,1,1,0
201314K057813,2013,1.0,1.0,3,0.5,1,7,E08000019,1,1,3,70,0,4,0,-1,0.0,1,1,1,0,0,1,1,1.0,0,20,5,1,2,0
201314K166213,2013,1.0,1.0,3,0.5,1,2,E08000019,3,625,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,1,2.0,0,2,9,0,3,0
201314K178713,2013,1.0,1.0,3,0.5,1,1,E08000019,5,0,6,30,16,4,6,0,0.0,4,1,1,0,0,1,2,2.0,0,19,10,1,2,0
201314K170613,2013,1.0,1.0,3,0.5,1,6,E08000019,3,629,6,40,13,4,4,6087,0.0,1,1,1,0,0,2,1,2.0,0,14,9,0,1,0
201314K100513,2013,1.0,1.0,3,0.5,1,4,E08000019,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,1,2.0,0,15,7,0,1,0
