collision_index,collision_year,location_easting_osgr,location_northing_osgr,collision_severity,number_of_vehicles,number_of_casualties,day_of_week,local_authority_highway_current,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,collision_injury_based,hour_of_day,month,is_weekend,time_period,multi_vehicle
199714HH00376,1997,1.0,1.0,3,0.5,1,4,,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,15,4,0,1,0
199714II00012,1997,1.0,1.0,3,0.5,1,4,,3,625,3,30,17,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,12,1,0,1,0
199714JJ00509,1997,0.10636042402826718,1.0,3,0.5,1,2,,3,616,6,60,13,4,6,0,0.0,1,1,2,0,0,2,-1,1.0,-1,7,4,0,0,0
199714HH00877,1997,1.0,1.0,3,0.5,1,2,,6,0,6,30,0,4,0,-1,0.0,1,1,1,4,13,2,-1,2.0,-1,19,9,0,2,0
199714JJ00906,1997,1.0,1.0,3,0.5,1,3,,6,0,6,30,16,2,3,6135,0.0,1,1,1,0,0,1,-1,2.0,-1,16,8,0,1,0
199714II00026,1997,1.0,1.0,3,0.5,1,4,,6,0,1,30,0,2,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,10,1,0,0,0
199714HH00117,1997,1.0,1.0,3,0.5,1,4,,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,15,2,0,1,0
199714KK00701,1997,1.0,1.0,2,0.5,1,5,,3,6102,3,40,16,2,6,0,0.0,1,2,2,0,0,1,-1,2.0,-1,16,8,0,1,0
199714JJ01088,1997,1.0,1.0,3,0.5,1,2,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,18,9,0,2,0
199714II00405,1997,1.0,1.0,3,0.5,1,2,,6,0,1,30,0,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,17,8,0,2,0
199714II00682,1997,1.0,1.0,3,0.5,1,6,,6,0,3,30,0,4,0,-1,0.0,4,1,2,0,0,1,-1,2.0,-1,2,12,0,3,0
199714HH01092,1997,1.0,1.0,3,0.5,1,7,,3,615,3,40,0,4,0,-1,14.0,4,2,2,0,0,1,-1,2.0,-1,23,11,1,3,0
199714II00494,1997,1.0,1.0,3,0.5,1,3,,6,0,12,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,16,9,0,1,0
199714HH00008,1997,1.0,1.0,3,0.5,1,5,,6,0,6,30,0,4,0,-1,0.0,4,7,4,0,0,1,-1,2.0,-1,23,1,0,3,0
199714KK00112,1997,1.0,1.0,3,0.5,1,6,,6,0,1,30,0,4,6,0,0.0,1,1,2,0,0,1,-1,2.0,-1,12,1,0,1,0
199714HH01256,1997,1.0,1.0,2,0.5,1,6,,4,6054,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,19,12,0,2,0
199714HH00634,1997,1.0,0.7262156448203001,3,0.5,1,5,,5,0,3,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,9,6,0,0,0
199714II00133,1997,1.0,1.0,3,0.5,1,2,,3,621,3,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,12,3,0,1,0
199714JJ01368,1997,1.0,1.0,3,0.5,1,5,,3,6102,6,30,16,2,6,0,0.0,4,2,2,0,0,1,-1,2.0,-1,21,11,0,3,0
199714HH00867,1997,1.0,1.0,3,0.5,1,5,,3,616,6,30,13,2,6,0,14.0,1,1,1,0,0,1,-1,1.0,-1,17,8,0,2,0
199714HH01183,1997,1.0,1.0,3,0.5,1,2,,5,0,6,30,16,2,5,0,0.0,4,1,2,0,0,1,-1,2.0,-1,16,12,0,1,0
199714HH00618,1997,1.0,1.0,3,0.5,1,7,,4,6064,6,30,13,4,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,1,6,1,3,0
199714HH01198,1997,1.0,1.0,3,0.5,1,3,,5,0,6,30,13,2,3,6102,15.0,4,1,1,0,0,1,-1,2.0,-1,22,11,0,3,0
199714II00647,1997,1.0,1.0,3,0.5,1,2,,6,0,6,30,16,2,6,0,0.0,1,1,2,0,0,1,-1,2.0,-1,14,12,0,1,0
199714JJ01233,1997,1.0,1.0,3,0.5,1,7,,3,6135,6,40,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,11,10,1,0,0
199714HH00126,1997,1.0,1.0,3,0.5,1,6,,6,0,6,30,13,4,6,0,14.0,1,1,2,0,0,1,-1,2.0,-1,8,2,0,0,0
199714JJ00612,1997,1.0,1.0,3,0.5,1,5,,4,6079,6,30,13,2,6,0,15.0,1,1,1,0,0,1,-1,2.0,-1,10,5,0,0,0
199714KK00618,1997,1.0,1.0,3,0.5,1,3,,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,19,7,0,2,0
199714II00462,1997,1.0,1.0,3,0.5,1,6,,3,61,1,30,0,4,3,57,15.0,1,1,1,0,0,1,-1,2.0,-1,16,9,0,1,0
199714JJ01133,1997,1.0,1.0,3,0.5,1,5,,3,629,6,40,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,14,10,0,1,0
199714HH00845,1997,1.0,1.0,3,0.5,1,6,,4,6388,6,30,0,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,17,8,0,2,0
199714KK00600,1997,1.0,1.0,3,0.5,1,6,,3,6109,1,30,0,2,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,16,7,0,1,0
199714JJ00457,1997,1.0,1.0,3,0.5,1,3,,3,61,3,40,17,2,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,16,4,0,1,0
199714JJ00778,1997,1.0,1.0,3,0.5,1,4,,3,6102,9,30,0,4,0,-1,14.0,1,1,1,0,0,1,-1,2.0,-1,12,7,0,1,0
199714JJ00792,1997,1.0,1.0,3,0.5,1,5,,4,6069,6,30,16,2,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,17,7,0,2,0
199714HH00669,1997,1.0,1.0,3,0.5,1,5,,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,8,5,0,0,0
199714JJ00779,1997,1.0,1.0,3,0.5,1,5,,6,0,1,30,0,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,12,7,0,1,0
199714JJ00114,1997,1.0,1.0,3,0.5,1,3,,5,0,6,30,0,4,0,-1,14.0,1,1,2,0,0,1,-1,2.0,-1,12,1,0,1,0
199714JJ00614,1997,1.0,1.0,3,0.5,1,3,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,20,5,0,2,0
199714JJ00256,1997,1.0,1.0,3,0.5,1,2,,6,0,6,30,16,4,6,0,0.0,1,2,2,0,0,1,-1,2.0,-1,16,2,0,1,0
199714HH00147,1997,1.0,1.0,3,0.5,1,3,,3,57,3,40,13,4,4,6064,13.0,4,2,2,4,13,1,-1,2.0,-1,18,2,0,2,0
199714JJ00336,1997,1.0,1.0,3,0.5,1,6,,3,61,3,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,13,2,0,1,0
199714II00211,1997,1.0,1.0,3,0.5,1,7,,6,0,3,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,11,4,1,0,0
199714HH01314,1997,1.0,1.0,2,0.5,1,7,,3,621,6,30,17,3,6,0,14.0,4,1,1,0,0,1,-1,2.0,-1,16,12,1,1,0
199714KK00882,1997,1.0,1.0,3,0.5,1,2,,4,6200,6,30,0,4,0,-1,0.0,1,2,2,0,0,1,-1,2.0,-1,14,10,0,1,0
199714JJ00561,1997,1.0,1.0,3,0.5,1,4,,4,6069,6,30,13,4,6,0,14.0,1,2,2,0,0,1,-1,2.0,-1,9,5,0,0,0
199714HH00337,1997,1.0,1.0,3,0.5,1,4,,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,17,4,0,2,0
199714KK00511,1997,1.0,1.0,3,0.5,1,7,,6,0,6,30,13,3,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,17,6,1,2,0
199714II00659,1997,1.0,1.0,2,0.5,1,4,,3,6134,3,30,13,2,6,0,0.0,4,2,2,0,0,1,-1,2.0,-1,18,12,0,2,0
199714KK00231,1997,1.0,1.0,3,0.5,1,3,,6,0,6,30,13,4,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,23,3,0,3,0
199714JJ01428,1997,1.0,1.0,3,0.5,1,2,,6,0,6,30,0,4,0,-1,0.0,4,2,2,0,0,1,-1,2.0,-1,19,11,0,2,0
199714KK00655,1997,1.0,1.0,3,0.5,1,5,,3,6102,3,40,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,8,8,0,0,0
199714II00023,1997,1.0,1.0,3,0.5,1,3,,3,616,12,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,1.0,-1,11,1,0,0,0
199714HH00472,1997,1.0,1.0,2,0.5,1,1,,4,6064,6,30,13,4,6,0,0.0,1,1,2,0,0,1,-1,2.0,-1,16,5,1,1,0
199714II00680,1997,1.0,1.0,2,0.5,1,5,,6,0,3,30,13,4,6,0,14.0,4,1,2,0,0,1,-1,2.0,-1,23,11,0,3,0
199714HH00923,1997,1.0,0.4894291754756921,3,0.5,1,6,,5,0,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,-1,2.0,-1,19,9,0,2,0
199714HH00854,1997,0.19116607773851513,1.0,1,0.5,1,6,,5,0,6,60,0,4,0,-1,0.0,1,1,1,0,0,2,-1,2.0,-1,13,8,0,1,0
199714II00330,1997,1.0,1.0,3,0.5,1,2,,6,0,12,30,16,2,3,621,15.0,1,2,2,0,0,1,-1,2.0,-1,13,6,0,1,0
199714KK00373,1997,1.0,1.0,3,0.5,1,2,,4,6086,6,30,0,4,0,-1,0.0,1,1,2,0,0,1,-1,2.0,-1,17,4,0,2,0
199714KK00940,1997,1.0,1.0,3,0.5,1,1,,1,1,3,70,0,4,0,-1,0.0,1,7,2,0,16,1,-1,1.0,-1,13,11,1,1,0
199714II00506,1997,1.0,1.0,3,0.5,1,1,,3,6134,1,30,0,4,3,625,0.0,4,1,1,0,0,1,-1,2.0,-1,21,10,1,3,0
199714II00092,1997,1.0,1.0,3,0.5,1,3,,3,61,1,30,0,2,3,616,0.0,4,2,2,0,0,1,-1,2.0,-1,20,2,0,2,0
199714HH00836,1997,1.0,1.0,3,0.5,1,6,,3,61,3,30,0,4,0,-1,0.0,5,1,1,0,0,1,-1,2.0,-1,10,8,0,0,0
199714HH00895,1997,1.0,0.9989429175475806,2,0.5,1,4,,5,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,15,9,0,1,0
199714HH00517,1997,1.0,1.0,3,0.5,1,4,,4,6375,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,17,5,0,2,0
199714HH01078,1997,1.0,1.0,3,0.5,1,3,,6,0,9,30,19,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,13,10,0,1,0
199714HH00815,1997,1.0,0.6310782241014863,3,0.5,1,6,,4,6054,1,30,0,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,15,8,0,1,0
199714KK00464,1997,1.0,1.0,3,0.5,1,6,,3,6102,3,40,16,2,6,0,15.0,1,1,1,0,0,1,-1,2.0,-1,19,5,0,2,0
199614KK00249,1996,1.0,1.0,3,0.5,1,3,,3,6102,3,40,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,8,3,0,0,0
199614II00083,1996,1.0,1.0,3,0.5,1,2,,3,61,1,30,0,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,16,2,0,1,0
199614HH00051,1996,1.0,1.0,3,0.5,1,2,,6,0,6,30,13,4,6,0,0.0,4,2,2,0,0,1,-1,2.0,-1,15,1,0,1,0
199614II00663,1996,1.0,1.0,3,0.5,1,6,,6,0,6,30,16,4,6,0,0.0,5,1,1,0,0,1,-1,2.0,-1,18,11,0,2,0
199614JJ00447,1996,1.0,1.0,2,0.5,1,7,,3,61,3,30,13,4,6,0,0.0,4,2,2,0,0,1,-1,2.0,-1,0,4,1,3,0
199614KK01000,1996,1.0,1.0,3,0.5,1,2,,3,6102,6,30,13,2,6,0,15.0,1,1,2,0,0,1,-1,2.0,-1,11,12,0,0,0
199614KK00423,1996,1.0,1.0,3,0.5,1,1,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,20,5,1,2,0
199614HH00700,1996,1.0,1.0,3,0.5,1,4,,6,0,6,30,13,4,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,12,7,0,1,0
199614JJ01127,1996,1.0,1.0,2,0.5,1,1,,4,6079,6,30,13,4,6,0,14.0,1,2,2,0,0,1,-1,2.0,-1,10,9,1,0,0
199614HH00072,1996,1.0,1.0,2,0.5,1,6,,4,6388,6,30,0,4,0,-1,0.0,4,7,2,0,0,1,-1,2.0,-1,22,1,0,3,0
199614HH00951,1996,1.0,1.0,3,0.5,1,3,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,18,10,0,2,0
199614HH00735,1996,0.0,0.6353065539112066,3,0.5,1,7,,3,625,6,60,0,4,0,-1,0.0,1,1,1,0,0,2,-1,2.0,-1,9,7,1,0,0
199614HH01015,1996,1.0,1.0,3,0.5,1,6,,5,0,6,30,13,4,6,0,0.0,1,1,2,0,0,1,-1,2.0,-1,9,10,0,0,0
199614II00222,1996,1.0,1.0,3,0.5,1,5,,6,0,3,30,19,2,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,14,3,0,1,0
199614JJ00855,1996,1.0,1.0,3,0.5,1,2,,4,6076,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,16,7,0,1,0
199614HH00841,1996,1.0,1.0,3,0.5,1,2,,3,6135,6,30,16,4,6,0,14.0,1,2,2,0,0,1,-1,2.0,-1,13,8,0,1,0
199614HH00211,1996,1.0,1.0,3,0.5,1,2,,6,0,1,30,0,4,6,0,0.0,4,2,2,0,0,1,-1,2.0,-1,19,2,0,2,0
199614HH00349,1996,1.0,1.0,3,0.5,1,2,,6,0,6,50,0,4,0,-1,0.0,1,7,2,0,0,2,-1,2.0,-1,8,3,0,0,0
199614JJ00020,1996,1.0,1.0,2,0.5,1,6,,3,61,3,40,13,3,6,0,14.0,4,2,2,0,0,1,-1,2.0,-1,20,1,0,2,0
199614II00201,1996,1.0,1.0,3,0.5,1,2,,6,0,9,30,19,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,16,3,0,1,0
199614KK00927,1996,1.0,1.0,3,0.5,1,7,,6,0,6,30,13,4,6,0,0.0,1,1,2,0,0,1,-1,2.0,-1,11,11,1,0,0
199614JJ01035,1996,1.0,1.0,3,0.5,1,6,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,18,9,0,2,0
199614KK00470,1996,1.0,1.0,3,0.5,1,5,,3,6178,1,30,0,2,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,16,6,0,1,0
199614KK00371,1996,1.0,1.0,3,0.5,1,3,,3,6102,3,40,13,4,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,17,4,0,2,0
199614HH00377,1996,1.0,1.0,3,0.5,1,4,,6,0,6,30,13,4,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,19,4,0,2,0
199614HH00255,1996,1.0,1.0,3,0.5,1,6,,3,6102,6,30,17,2,6,0,13.0,1,2,2,0,0,1,-1,2.0,-1,16,2,0,1,0
199614JJ00823,1996,1.0,1.0,2,0.5,1,2,,3,61,3,30,13,2,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,12,7,0,1,0
199614II00020,1996,1.0,1.0,2,0.5,1,2,,6,0,6,30,16,4,6,0,0.0,4,2,2,0,0,1,-1,2.0,-1,18,1,0,2,0
199614JJ00193,1996,1.0,1.0,3,0.5,1,3,,4,6079,6,30,16,4,6,0,0.0,1,2,2,0,0,1,-1,2.0,-1,8,2,0,0,0
199614HH00549,1996,1.0,0.9778012684989505,3,0.5,1,1,,3,616,6,40,16,2,6,0,0.0,4,2,2,2,11,1,-1,1.0,-1,23,5,1,3,0
199614KK00490,1996,1.0,1.0,3,0.5,1,4,,6,0,12,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,17,6,0,2,0
199614II00701,1996,1.0,1.0,3,0.5,1,1,,6,0,6,30,13,3,6,0,0.0,4,1,2,0,0,1,-1,2.0,-1,2,12,1,3,0
199614JJ01506,1996,0.0,1.0,3,0.5,1,1,,3,6102,6,30,0,4,0,-1,0.0,5,1,2,0,20,1,-1,2.0,-1,5,12,1,3,0
199614JJ00682,1996,0.6378091872791458,1.0,3,0.5,1,7,,6,0,6,40,0,4,0,-1,0.0,1,1,2,0,0,1,-1,2.0,-1,18,6,1,2,0
199614HH00962,1996,1.0,0.8446088794926112,3,0.5,1,1,,4,6368,1,30,0,4,4,6068,15.0,1,2,2,0,0,1,-1,2.0,-1,10,10,1,0,0
199614II00091,1996,1.0,1.0,3,0.5,1,2,,6,0,3,30,13,2,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,14,2,0,1,0
199614HH00960,1996,1.0,1.0,3,0.5,1,4,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,18,10,0,2,0
199614HH00574,1996,1.0,1.0,3,0.5,1,3,,3,61,6,30,13,2,5,0,0.0,1,1,1,0,0,1,-1,2.0,-1,20,5,0,2,0
199614HH00647,1996,1.0,1.0,3,0.5,1,3,,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,6,6,0,0,0
199614II00591,1996,1.0,1.0,3,0.5,1,2,,3,57,3,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,8,10,0,0,0
199614JJ00142,1996,1.0,1.0,3,0.5,1,6,,6,0,6,30,0,4,0,-1,0.0,4,3,4,0,0,1,-1,2.0,-1,18,1,0,2,0
199614II00105,1996,1.0,1.0,3,0.5,1,4,,6,0,1,40,0,4,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,22,2,0,3,0
199614II00110,1996,1.0,1.0,3,0.5,1,7,,6,0,6,30,16,2,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,17,2,1,2,0
199614HH00344,1996,1.0,0.6374207188160739,3,0.5,1,1,,6,0,3,40,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,15,3,1,1,0
199614HH00240,1996,1.0,0.4281183932346835,3,0.5,1,4,,6,0,6,30,13,4,4,6054,0.0,1,1,1,0,0,1,-1,2.0,-1,13,2,0,1,0
199614HH00777,1996,1.0,1.0,3,0.5,1,1,,3,6102,3,40,16,2,4,6388,14.0,1,1,1,0,0,1,-1,2.0,-1,14,8,1,1,0
199614II00273,1996,1.0,1.0,3,0.5,1,5,,6,0,1,30,0,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,10,5,0,0,0
199614II00007,1996,1.0,1.0,3,0.5,1,4,,6,0,6,30,13,4,6,0,0.0,1,2,2,0,0,1,-1,2.0,-1,10,1,0,0,0
199614JJ00049,1996,1.0,1.0,3,0.5,1,2,,6,0,6,30,18,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,15,1,0,1,0
199614JJ00324,1996,1.0,1.0,3,0.5,1,2,,3,57,6,30,0,4,0,-1,0.0,1,1,4,0,0,1,-1,2.0,-1,7,3,0,0,0
199614HH00523,1996,1.0,1.0,3,0.5,1,7,,5,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,18,5,1,2,0
199614KK00128,1996,1.0,1.0,3,0.5,1,2,,3,6178,3,30,17,2,6,0,0.0,1,2,2,0,0,1,-1,2.0,-1,17,2,0,2,0
199614II00665,1996,1.0,1.0,3,0.5,1,6,,6,0,6,30,17,4,6,0,0.0,4,1,1,3,12,1,-1,2.0,-1,16,11,0,1,0
199614II00215,1996,1.0,1.0,2,0.5,1,3,,6,0,6,30,16,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,19,4,0,2,0
199614HH00245,1996,1.0,0.9101479915433401,3,0.5,1,7,,3,6135,6,60,0,4,0,-1,0.0,1,1,2,0,0,2,-1,2.0,-1,10,2,1,0,0
199614KK00905,1996,1.0,1.0,3,0.5,1,6,,4,6200,3,30,0,4,0,-1,0.0,4,1,2,0,0,1,-1,2.0,-1,18,11,0,2,0
199614JJ00946,1996,1.0,1.0,3,0.5,1,7,,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,17,8,1,2,0
199614KK00408,1996,1.0,1.0,3,0.5,1,5,,4,6200,6,30,0,4,0,-1,13.0,1,1,2,0,0,1,-1,2.0,-1,16,5,0,1,0
199614JJ00716,1996,1.0,1.0,3,0.5,1,7,,3,6102,3,40,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,13,6,1,1,0
199614HH00571,1996,1.0,1.0,3,0.5,1,6,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,21,5,0,3,0
199614HH01045,1996,1.0,1.0,3,0.5,1,4,,3,621,6,40,13,4,4,6081,0.0,1,1,1,0,0,1,-1,2.0,-1,14,10,0,1,0
199614HH01036,1996,1.0,1.0,2,0.5,1,1,,6,0,1,60,0,4,6,0,0.0,4,2,2,0,0,2,-1,2.0,-1,3,9,1,3,0
199614HH00229,1996,1.0,1.0,3,0.5,1,4,,3,621,6,30,19,4,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,12,2,0,1,0
199614JJ01077,1996,1.0,1.0,3,0.5,1,2,,4,6070,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,17,9,0,2,0
199614KK00733,1996,1.0,1.0,2,0.5,1,7,,3,6135,6,30,13,4,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,20,9,1,2,0
199614JJ01037,1996,1.0,1.0,3,0.5,1,6,,3,61,3,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,9,9,0,0,0
199614KK00892,1996,1.0,1.0,3,0.5,1,6,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,14,11,0,1,0
199614II00328,1996,1.0,1.0,3,0.5,1,7,,6,0,12,30,16,2,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,9,6,1,0,0
199614JJ01203,1996,1.0,1.0,3,0.5,1,7,,3,625,3,30,0,4,0,-1,15.0,4,2,2,0,0,1,-1,2.0,-1,0,10,1,3,0
199614JJ00322,1996,1.0,1.0,3,0.5,1,7,,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,17,3,1,2,0
199614JJ01043,1996,1.0,1.0,3,0.5,1,6,,6,0,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,-1,2.0,-1,22,9,0,3,0
199614JJ00669,1996,0.5812720848056472,1.0,3,0.5,1,5,,6,0,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,12,6,0,1,0
199614II00517,1996,1.0,1.0,3,0.5,1,5,,3,61,3,30,19,2,3,61,16.0,1,1,1,0,0,1,-1,2.0,-1,14,9,0,1,0
199614HH01016,1996,1.0,1.0,2,0.5,1,6,,5,0,6,40,13,4,6,0,12.0,4,2,2,0,0,1,-1,2.0,-1,6,10,0,0,0
199614KK00388,1996,1.0,1.0,2,0.5,1,4,,6,0,6,30,16,2,4,6082,17.0,4,1,2,0,0,1,-1,2.0,-1,0,5,0,3,0
199614HH00732,1996,1.0,1.0,3,0.5,1,7,,6,0,3,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,14,7,1,1,0
199614JJ01511,1996,0.7989399293286255,1.0,2,0.5,1,7,,6,0,6,30,0,4,0,-1,0.0,4,1,1,0,0,1,-1,2.0,-1,16,12,1,1,0
199614HH00521,1996,1.0,1.0,3,0.5,1,6,,3,61,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,12,5,0,1,0
199614JJ01525,1996,1.0,1.0,3,0.5,1,3,,6,0,6,30,16,4,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,17,12,0,2,0
199614HH01251,1996,0.6236749116607712,0.9164904862579277,3,0.5,1,1,,6,0,6,40,13,3,6,0,0.0,1,1,2,0,0,2,-1,2.0,-1,2,12,1,3,0
199614HH01241,1996,0.9544169611307467,1.0,3,0.5,1,3,,6,0,6,30,13,4,6,0,0.0,1,1,3,0,0,1,-1,2.0,-1,15,11,0,1,0
199614JJ00713,1996,0.0,1.0,3,0.5,1,6,,6,0,9,60,0,4,0,-1,0.0,7,1,1,0,0,2,-1,2.0,-1,23,6,0,3,0
199614JJ00840,1996,1.0,1.0,3,0.5,1,1,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,19,7,1,2,0
199614HH00305,1996,1.0,0.7706131078224132,3,0.5,1,2,,3,61,6,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,7,3,0,0,0
199614II00036,1996,1.0,1.0,3,0.5,1,2,,6,0,6,30,13,4,6,0,0.0,1,1,2,0,0,1,-1,2.0,-1,11,1,0,0,0
199614II00467,1996,1.0,1.0,3,0.5,1,6,,6,0,12,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,13,8,0,1,0
199614JJ00480,1996,1.0,1.0,3,0.5,1,2,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,14,4,0,1,0
199614HH00688,1996,1.0,1.0,2,0.5,1,7,,3,621,6,30,13,2,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,0,7,1,3,0
199614JJ00665,1996,1.0,1.0,3,0.5,1,6,,3,616,6,30,13,4,6,0,0.0,1,2,2,0,0,1,-1,1.0,-1,13,6,0,1,0
199614KK00443,1996,1.0,1.0,3,0.5,1,7,,6,0,6,30,0,4,0,-1,0.0,1,1,1,0,0,1,-1,2.0,-1,16,6,1,1,0
199614HH01165,1996,1.0,1.0,3,0.5,1,6,,5,0,6,30,13,4,6,0,0.0,1,1,2,0,0,1,-1,2.0,-1,13,11,0,1,0
199614HH00317,1996,1.0,1.0,3,0.5,1,7,,3,616,6,30,0,4,0,-1,14.0,1,8,2,0,0,1,-1,1.0,-1,13,3,1,1,0
199614JJ01063,1996,0.9996466431095428,1.0,3,0.5,1,5,,3,629,6,60,0,4,0,-1,0.0,6,2,2,0,0,2,-1,2.0,-1,23,9,0,3,0
199614JJ01221,1996,1.0,1.0,2,0.5,1,5,,5,0,6,30,16,4,6,0,14.0,1,1,1,0,0,1,-1,2.0,-1,12,10,0,1,0
199614HH01038,1996,1.0,1.0,3,0.5,1,4,,5,0,6,30,16,2,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,8,10,0,0,0
199614II00759,1996,1.0,1.0,3,0.5,1,3,,3,61,1,30,0,4,6,0,14.0,1,1,2,0,0,1,-1,2.0,-1,13,12,0,1,0
199614HH01035,1996,1.0,1.0,3,0.5,1,1,,6,0,6,30,13,4,6,0,0.0,1,2,2,0,0,1,-1,2.0,-1,16,10,1,1,0
199614KK00392,1996,1.0,1.0,3,0.5,1,1,,3,57,3,30,13,4,6,0,0.0,1,1,1,0,0,1,-1,2.0,-1,20,5,1,2,0
199614HH00994,1996,1.0,1.0,1,0.5,1,6,,6,0,6,30,13,4,6,0,0.0,4,1,1,0,0,1,-1,2.0,-1,23,10,0,3,0
